ICAO aircraft type designator,description,aircraft_model,role,engine_type,Engines
SH5,Seaplane,Harbin SH-5,General Aviation,Turboprop,4
SHAC,Landplane,Avro 696 Shackleton,Reconnaissance,Piston,4
SHAK,Amphibian,Freedom Master FM-2 Air Shark,_unknown_,Piston,1
SHAW,Landplane,Hawker Sea Hawk,Fighter,Jet,1
SHEA,Amphibian,Seaflight Shearwater,_unknown_,Piston,1
SHEK,Landplane,Rans S-16 Shekari,General Aviation,Piston,1
SHER,Landplane,Sherpa C-400,_unknown_,Piston,1
SHOE,Landplane,Mercury Shoestring,General Aviation,Piston,1
SHOP,Landplane,Salvay-Stark Skyhopper,General Aviation,Piston,1
SHOR,Landplane,Higher Class Super Hornet,General Aviation,Piston,1
SHRK,Landplane,Shark.Aero Shark,General Aviation,Piston,1
SHRT,Landplane,Sherpa Sherpa K-650T,General Aviation,Turboprop,1
SIDE,Landplane,Smyth S Sidewinder,General Aviation,Piston,1
SIGM,Landplane,Elitar Sigma,General Aviation,Piston,1
SILH,Landplane,Silhouette SA-60 Silhouette,General Aviation,Piston,1
SIR2,Landplane,Rhein Sirius 2,Motor-Glider,Piston,1
SIRA,Landplane,Tecnam P2002 Sierra,General Aviation,Piston,1
SJ30,Landplane,Swearingen SJ-30,Business Jet,Jet,2
SJET,Landplane,Excel-Jet Sport-Jet 2,General Aviation,Jet,1
SK10,Landplane,Skyeton K-10 Swift,General Aviation,Piston,1
SK70,Landplane,Starkraft SK-700,_unknown_,Piston,2
SKAR,Landplane,III Sky Arrow,_unknown_,Piston,1
SKIF,Amphibian,Aerolites AeroSkiff,General Aviation,Piston,1
SKIM,Amphibian,Colonial C-1 Skimmer,General Aviation,Piston,1
SKRA,Landplane,Best Off Sky Ranger,Ultralight,Piston,1
SKYC,Landplane,OMA SUD Skycar,General Aviation,Piston,2
SKYO,Landplane,Skyote Aeromarine Skyote,General Aviation,Piston,1
SKYR,Landplane,Commonwealth 185 Skyranger,General Aviation,Piston,1
SL1,Landplane,Star-Lite SL-1 Star-Lite,_unknown_,Piston,1
SL39,Landplane,Mapo SL-39,_unknown_,Piston,1
SL90,Landplane,Aviotechnica SL-90 Leshii,_unknown_,Piston,1
SLG2,Landplane,The Airplane Factory Sling 2,General Aviation,Piston,1
SLG4,Landplane,The Airplane Factory Sling 4,General Aviation,Piston,1
SLK3,Landplane,Slick 360,General Aviation,Piston,1
SLK5,Landplane,Slick 540,General Aviation,Piston,1
SM01,Landplane,Stern-Mallick SM-01 Vega,_unknown_,Piston,1
SM19,Landplane,SIAI-Marchetti SM-1019,Reconnaissance,Turboprop,1
SM20,Landplane,Technoavia SM-2000,General Aviation,Turboprop,1
SM60,Landplane,Stinson SM-6000 Tri-Motor,Passenger Airliner,Piston,3
SM92,Landplane,Technoavia SM92 Finist,General Aviation,Piston,1
SMAX,Amphibian,Airmax M-22 SeaMax,General Aviation,Piston,1
SMB2,Landplane,Dassault Super Mystere B2,Fighter,Jet,1
SNAD,Gyrocopter,Snobird 636 Snobird Adventurer,General Aviation,Piston,1
SNAP,Landplane,Dallair Aeronautica,Ultralight,Piston,1
SNGY,Landplane,CIAC T-90 Calima,Ultralight,Piston,1
SNOS,Landplane,VSR SR-1 Snoshoo,General Aviation,Piston,1
SNS2,Landplane,Sorrell SNS-2 Guppy,General Aviation,Piston,1
SNS7,Landplane,Sorrell SNS-7 Hiperbipe,General Aviation,Piston,1
SNS9,Landplane,Sorrell SNS-9 EXP-2,General Aviation,Piston,1
SNTA,Landplane,Airsport Sonata,Motor-Glider,Piston,1
SOK2,Landplane,Soko 2,_unknown_,Piston,1
SOKL,Landplane,Mraz M-1 Sokol,General Aviation,Piston,1
SOL1,Landplane,Solar Impulse 1,General Aviation,Electric,4
SOL2,Landplane,Solar Impulse 2,General Aviation,Electric,4
SOLI,Landplane,Rutan 77 Solitaire,General Aviation,Piston,1
SONX,Landplane,Sonex Sonex,Ultralight,Piston,1
SORA,Landplane,ACS-100 Sora,General Aviation,Piston,1
SP20,Landplane,Micco SP-20,General Aviation,Piston,1
SP33,Landplane,Spectrum S-33 Independence,Business Jet,Jet,2
SP55,Landplane,Technoavia SP-55M,General Aviation,Piston,1
SP6E,Landplane,Sauser P-6E Replica,General Aviation,Piston,1
SP7,Landplane,Spartan UC-71 Executive,General Aviation,Piston,1
SP91,Landplane,Technoavia SP-91 Slava,General Aviation,Piston,1
SP95,Landplane,Technoavia SP-95,General Aviation,Piston,1
SPA2,Landplane,Stark-Trefethen Sport-Aire 2,_unknown_,Piston,1
SPAR,Landplane,III Speed Arrow,_unknown_,Piston,1
SPC2,Landplane,Specter Specter 2,_unknown_,Piston,1
SPDR,Landplane,Rearwin 6000 Speedster,General Aviation,Piston,1
SPEL,Landplane,Loehle Spitfire Elite,_unknown_,Piston,1
SPGY,Gyrocopter,ADI Sportster Gyro,General Aviation,Piston,1
SPHA,Gyrocopter,American Autogyro SparrowHawk,General Aviation,Piston,1
SPIR,Landplane,Questair Spirit,General Aviation,Piston,1
SPIT,Landplane,Supermarine Spitfire,Fighter,Piston,1
SPOR,Landplane,Amax Sport 1700,General Aviation,Piston,1
SPR2,Landplane,Carlson Sparrow 2,General Aviation,Piston,1
SPRT,Landplane,Practavia Sprite,General Aviation,Piston,1
SPST,Landplane,Rearwin 7000 Sportster,General Aviation,Piston,1
SPT1,Helicopter,Spitfire Mark 1,Helicopter,Piston,1
SQ2T,Landplane,Glassic SQ-2000,General Aviation,Piston,1
SQES,Landplane,Slipstream SkyQuest,General Aviation,Piston,2
SR01,Landplane,Eurodisplay SR-01 Magic,General Aviation,Piston,1
SR20,Landplane,Cirrus SR-20,General Aviation,Piston,1
SR22,Landplane,Cirrus SR-22,General Aviation,Piston,1
SR71,Landplane,Lockheed SR-71 Blackbird,Reconnaissance,Jet,2
SRAC,Landplane,Sport Racer Sport Racer,_unknown_,Piston,1
SRAI,Landplane,Monnett Sonerai,General Aviation,Piston,1
SRAS,Landplane,D'Apuzzo D-260 Senior Aero Sport,General Aviation,Piston,1
SRAY,Amphibian,Dornier Do-S S-Ray,_unknown_,Piston,1
SREY,Amphibian,Progressive Aerodyne SeaRey,General Aviation,Piston,1
SS2,Landplane,Scaled Composites Model 339 SpaceShipTwo,General Aviation,Rocket,1
SS2P,Landplane,Ayres S-2R-600 Thrush,Agricultural,Piston,1
SS2T,Landplane,Ayres S-2R-T65 Turbo Thrush,Agricultural,Turboprop,1
SSAB,Landplane,North American F-100 Super Sabre,Fighter,Jet,1
SSC,Gyrocopter,Butterfly Super Sky Cycle,Ultralight,Piston,1
SSTM,Amphibian,SG Aviation Sea Storm,General Aviation,Piston,1
ST1,Landplane,Speedtwin E2E Comet 1,General Aviation,Piston,2
ST10,Landplane,Socata ST-10 Diplomate,General Aviation,Piston,1
ST30,Landplane,Wingtip To Wingtip S-330,General Aviation,Piston,1
ST50,Landplane,Israviation ST-50,General Aviation,Turboprop,1
ST60,Landplane,Staudacher S-600,_unknown_,Piston,1
ST75,Landplane,Boeing-Stearman Model 75,General Aviation,Piston,1
ST87,Landplane,Stern ST-87 Europlane,_unknown_,Piston,1
STAL,Landplane,ADI Stallion,General Aviation,Piston,1
STAR,Landplane,Beechcraft Model 2000 Starship,Passenger Airliner,Turboprop,2
STAT,Landplane,ADI Turbine Stallion,General Aviation,Turboprop,1
STCH,Landplane,Fly Synthesis Storch,Ultralight,Piston,1
STFF,Landplane,Statler Firefly,_unknown_,Piston,1
STIL,Landplane,Terzi T-9 Stiletto,General Aviation,Piston,1
STLN,Landplane,Helio HST-550 Stallion,General Aviation,Turboprop,1
STOR,Landplane,Storch SS,General Aviation,Piston,1
STR2,Landplane,Strojnik S-2,General Aviation,Piston,1
STRA,Landplane,Striplin Lone Ranger,Ultralight,Piston,1
STRE,Landplane,TL Ultralight Stream,General Aviation,Piston,1
STRI,Landplane,Sopwith Triplane,Fighter,Piston,1
STRK,Landplane,British Aerospace BAC-167 Strikemaster,Military Trainer,Jet,1
STRM,Landplane,Stormaircraft Storm 320E,General Aviation,Piston,1
STST,Landplane,CFM Star Streak,Ultralight,Piston,1
SU15,Landplane,Sukhoi Su-15,Interceptor,Jet,2
SU17,Landplane,Sukhoi Su-17,Fighter,Jet,1
SU24,Landplane,Sukhoi Su-24,Other military,Jet,2
SU25,Landplane,Sukhoi Su-25,Other military,Jet,2
SU26,Landplane,Sukhoi Su-26,General Aviation,Piston,1
SU27,Landplane,Sukhoi Su-27,Fighter,Jet,2
SU29,Landplane,Sukhoi Su-29,General Aviation,Piston,1
SU31,Landplane,Sukhoi Su-31,General Aviation,Piston,1
SU38,Landplane,Sukhoi Su-38,Agricultural,Piston,1
SU7,Landplane,Sukhoi Su-7,Fighter,Jet,1
SU80,Landplane,Sukhoi Su-80,Passenger Airliner,Turboprop,2
SU95,Landplane,Sukhoi Superjet 100,Passenger Airliner,Jet,2
SUBA,Landplane,Fuji FA200 Aero Subaru,General Aviation,Piston,1
SUCO,Helicopter,Bell AH-1 SuperCobra,Military Helicopter,Turboprop,2
SUNB,Landplane,Verilite 100 Sunbird,General Aviation,Piston,1
SUNV,Landplane,Fokker Super Universal,Passenger Airliner,Piston,1
SURN,Helicopter,KAI Surion,Helicopter,Turboprop,2
SURU,Landplane,IPT-16 Surubim,General Aviation,Piston,1
SUSO,Landplane,V-STOL SS-2000 Super Solution,General Aviation,Piston,1
SV4,Landplane,Stampe-Vertongen SV.4,Military Trainer,Piston,1
SVNH,Landplane,ICP MXP-740 Savannah,General Aviation,Piston,1
SW18,Landplane,Skywood SW-18 Teddy,General Aviation,Piston,1
SW2,Landplane,Swearingen SA-26 Merlin 2,General Aviation,Turboprop,2
SW3,Landplane,Swearingen SA-226T Merlin 3,General Aviation,Turboprop,2
SW4,Landplane,Swearingen SA-227 Merlin 4,General Aviation,Turboprop,2
SWAK,Landplane,Warner Revolution 1,_unknown_,Piston,1
SWAT,Landplane,Bharat LT-1 Swati,General Aviation,Piston,1
SWIF,Landplane,Supermarine Swift,Fighter,Jet,1
SWIN,Landplane,S-Wing Swing 06,General Aviation,Piston,1
SWOR,Landplane,Fairey Swordfish,Bomber,Piston,1
SX30,Landplane,Swearingen SX-300,General Aviation,Piston,1
SYCA,Helicopter,Bristol 171 Sycamore,Military Helicopter,Piston,1
SYMP,Landplane,Symphony SA-160,General Aviation,Piston,1
SYNC,Landplane,Fly Synthesis Syncro,General Aviation,Piston,1
SZ45,Landplane,SZD-45 Ogar,General Aviation,Piston,1
SZ9M,Landplane,SZD-9 Bocian,Glider,No engine,0
T1,Landplane,Fuji T-1,Military Trainer,Jet,1
T10,Landplane,TMM-Avia T-10 Avia-Tor,General Aviation,Piston,1
T101,Landplane,Aeroprogress T-101 Grach,_unknown_,Turboprop,1
T134,Landplane,Tupolev Tu-134,Passenger Airliner,Jet,2
T144,Landplane,Tupolev Tu-144,Passenger Airliner,Jet,4
T154,Landplane,Tupolev Tu-154,Passenger Airliner,Jet,3
T160,Landplane,Tupolev Tu-160,Bomber,Jet,4
T18,Landplane,Thorp T-18 Tiger,General Aviation,Piston,1
T19,Landplane,THK T-19 Speedfire,General Aviation,Piston,1
T2,Landplane,North American T-2 Buckeye,Military Trainer,Jet,2
T204,Landplane,Tupolev Tu-204,Passenger Airliner,Jet,2
T206,Landplane,Cessna T206 Turbo Stationair,General Aviation,Piston,1
T210,Landplane,Cessna T210 Turbo Centurion,General Aviation,Piston,1
T211,Landplane,Thorp T-211,General Aviation,Piston,1
T22M,Landplane,Tupolev Tu-22M,Bomber,Jet,2
T250,Landplane,Bellanca T-250 Aries,General Aviation,Piston,1
T28,Landplane,North American T-28 Trojan,Military Trainer,Piston,1
T30,Landplane,Terzi T-30 Katana,General Aviation,Piston,1
T33,Landplane,Lockheed T-33 Shooting Star,Other military,Jet,1
T334,Landplane,Tupolev Tu-334,Passenger Airliner,Jet,2
T34P,Landplane,Beechcraft T-34 Mentor,Military Trainer,Piston,1
T34T,Landplane,Beech T-34C Turbo Mentor,Military Trainer,Turboprop,1
T35,Landplane,Temco T-35 Buckaroo,Military Trainer,Piston,1
T37,Landplane,Cessna T-37 Tweet,Military Trainer,Jet,2
T38,Landplane,Northrop T-38 Talon,Military Trainer,Jet,2
T4,Landplane,Kawasaki T-4,Military Trainer,Jet,2
T40,Landplane,Turner T-40,General Aviation,Piston,1
T411,Landplane,Khrunichev T-411 Aist,General Aviation,Piston,1
T415,Landplane,Khrunichev T-415 Snegir,General Aviation,Piston,1
T419,Landplane,Khrunichev AT-419 Strekoza,General Aviation,Piston,1
T5,Landplane,Fuji T-5,Military Trainer,Turboprop,1
T50,Landplane,Cessna AT-17 Bobcat,Other military,Piston,2
T50S,Landplane,Sukhoi Su-57,Fighter,Jet,2
T51,Landplane,Titan T-51 Mustang,General Aviation,Piston,1
T6,Landplane,North American T-6 Texan,Military Trainer,Piston,1
T7,Landplane,Fuji T-7,Military Trainer,Turboprop,1
TA15,Landplane,Taylorcraft 15 Tourist,General Aviation,Piston,1
TA16,Amphibian,Thurston TA-16 Trojan,General Aviation,Piston,1
TA20,Landplane,Taylorcraft 20 Topper,General Aviation,Piston,1
TAA1,Landplane,Toyota TAA-1,General Aviation,Piston,1
TAGO,Landplane,Team Tango Tango-2,General Aviation,Piston,1
TAIL,Landplane,Wittman W-8 Tailwind,General Aviation,Piston,1
TAMP,Landplane,Socata TB-9 Tampico GT,General Aviation,Piston,1
TARO,Landplane,Anahuac Tauro,Agricultural,Piston,1
TARR,Landplane,Pelegrin Tarragon,Ultralight,Piston,1
TAYA,Landplane,Taylorcraft A,General Aviation,Piston,1
TAYB,Landplane,Taylorcraft BC Traveller,General Aviation,Piston,1
TAYD,Landplane,Taylorcraft L-2 Grasshopper,Reconnaissance,Piston,1
TB05,Landplane,AMC Texas Bullet 205,_unknown_,Piston,1
TB20,Landplane,Socata TB-20 Trinidad GT,General Aviation,Piston,1
TB21,Landplane,Socata TB-21 Trinidad TC,General Aviation,Piston,1
TB30,Landplane,Socata TB-30 Epsilon,Military Trainer,Piston,1
TB31,Landplane,Socata TB-31 Omega,Military Trainer,Turboprop,1
TBEE,Amphibian,United Consultant UC-1 Twin Bee,General Aviation,Piston,2
TBM,Landplane,Grumman TBF Avenger,Bomber,Piston,1
TBM7,Landplane,Socata TBM 700,General Aviation,Turboprop,1
TBM8,Landplane,Socata TBM 850,General Aviation,Turboprop,1
TBM9,Landplane,Socata TBM 900,General Aviation,Turboprop,1
TBR3,Landplane,Golden Circle T-Bird 3,Ultralight,Piston,1
TC2,Landplane,Aero Mirage TC-2,General Aviation,Piston,1
TCAT,Landplane,Grumman F7F Tigercat,Fighter,Piston,2
TCOU,Landplane,Helio H-500 Twin Courier,General Aviation,Piston,2
TD1,Landplane,Taiwan Dancer TD-1,Ultralight,Piston,1
TD2,Landplane,Turbine Design TD-2 Tempest,_unknown_,Turboprop,1
TD3,Landplane,Taiwan Dancer TD-3 Alluvion Legend,Ultralight,Piston,1
TEAL,Amphibian,Thurston TSC-1 Teal,General Aviation,Piston,1
TERM,Landplane,Smith Termite,General Aviation,Piston,1
TERR,Landplane,Foxcon Terrier 200,General Aviation,Piston,1
TEX2,Landplane,Beechcraft T-6 Texan 2,Military Trainer,Turboprop,1
TEXA,Landplane,Fly Synthesis Texan,Ultralight,Piston,1
TF19,Landplane,Taylorcraft F-19 Sportsman,General Aviation,Piston,1
TF21,Landplane,Taylorcraft F-21,General Aviation,Piston,1
TF22,Landplane,Taylorcraft F-22 Trooper,General Aviation,Piston,1
TFK2,Landplane,AMS-Flight Carat,Motor-Glider,Piston,1
TFOC,Landplane,Thunder Wings Focke-Wulf Fw-190,General Aviation,Piston,1
TFUN,Landplane,Valentin Taifun,Motor-Glider,Piston,1
TGRS,Landplane,Lancair Tigress,General Aviation,Piston,1
TIGR,Helicopter,Eurocopter EC665 Tiger,Helicopter,Turboprop,2
TIJU,Landplane,Avions Fairey Tipsy Junior,General Aviation,Piston,1
TIPB,Landplane,Tipsy B,General Aviation,Piston,1
TJET,Landplane,Maverick TJ-1500 TwinJet,General Aviation,Jet,2
TL20,Landplane,TL Ultralight TL-2000 Sting,Ultralight,Piston,1
TL30,Landplane,TL Ultralight TL-3000 Sirius,Ultralight,Piston,1
TLEG,Landplane,Legend Turbine Legend,General Aviation,Turboprop,1
TM5,Landplane,TM Aircraft TM-5,_unknown_,Piston,1
TMOT,Landplane,Fisher RS-80 Tiger Moth,General Aviation,Piston,1
TMUS,Landplane,Papa 51 Thunder Mustang,General Aviation,Piston,1
TNAV,Landplane,Temco D-16 Twin Navion,General Aviation,Piston,2
TNDR,Landplane,Dream Tundra,General Aviation,Piston,1
TOBA,Landplane,Socata TB-10 Tobago GT / TB-200 XL GT,General Aviation,Piston,1
TOOT,Landplane,Meyer Little Toot,General Aviation,Piston,1
TOR,Landplane,Panavia Tornado,Interceptor,Jet,2
TOUR,Landplane,AESL Airtourer,General Aviation,Piston,1
TOXO,Landplane,CAG Toxo,General Aviation,Piston,1
TP40,Landplane,Thunder Wings Curtiss P-40,_unknown_,Piston,1
TPIL,Landplane,Enaer T-35TX Aucán,Military Trainer,Turboprop,1
TPIN,Landplane,Scottish Aviation Twin Pioneer,General Aviation,Piston,2
TR1,Amphibian,Trident TR-1 Trigull,General Aviation,Piston,1
TR20,Landplane,Tech'Aero TR-200,General Aviation,Piston,1
TR26,Landplane,Feugray TR-260 Sirius,_unknown_,Piston,1
TR55,Landplane,3Xtrim 3X-55 Trener,General Aviation,Piston,1
TRAL,Landplane,Groppo Trial,Ultralight,Piston,1
TRAP,Landplane,Capella T-Raptor,General Aviation,Piston,1
TRBA,Landplane,Podesva Trener Baby,_unknown_,Piston,1
TRDO,Landplane,Titan Tornado,Ultralight,Piston,1
TRF1,Landplane,Team Rocket F-1,General Aviation,Piston,1
TRIM,Landplane,Ford Tri-Motor,Passenger Airliner,Piston,3
TRIS,Landplane,Britten-Norman BN-2A Mk III Trislander,Passenger Airliner,Piston,3
TRMA,Landplane,Stinson Model A,Passenger Airliner,Piston,3
TRWN,Landplane,Pacific Airmotive Tradewind,_unknown_,Piston,2
TS11,Landplane,PZL-Mielec TS-11 Iskra,Military Trainer,Jet,1
TS14,Landplane,TeST TS-14 Bonus,General Aviation,Piston,1
TS1J,Landplane,Jonker JS-1TJ Revelation,Motor-Glider,Jet,1
TS8,Landplane,PZL-Mielec TS-8 Bies,General Aviation,Piston,1
TSPT,Landplane,Thunder Wings Supermarine Spitfire,General Aviation,Piston,1
TSTN,Landplane,Terrafugia Transition,General Aviation,Piston,1
TSTR,Gyrocopter,Air & Space Twinstar,General Aviation,Piston,1
TT62,Landplane,HPA TT-62 Alekto,_unknown_,Piston,2
TTRS,Landplane,Humbert Tetras,Ultralight,Piston,1
TTWO,Landplane,Parker Teenie Two,General Aviation,Piston,1
TU16,Landplane,Tupolev Tu-16,Bomber,Jet,2
TU22,Landplane,Tupolev Tu-22,Bomber,Jet,2
TU4,Landplane,Tupolev Tu-4,Bomber,Turboprop,4
TU95,Landplane,Tupolev Tu-95,Bomber,Turboprop,4
TUCA,Landplane,Embraer EMB-312 Tucano,Military Trainer,Turboprop,1
TUL3,Landplane,Podesva TUL-03 Amigo,_unknown_,Piston,1
TUTR,Landplane,Avro 621 Tutor,Military Trainer,Piston,1
TVL4,Landplane,Travel Air 4,General Aviation,Piston,1
TVLB,Landplane,Travel Air B,General Aviation,Piston,1
TWEN,Landplane,Tecnam P2010 Twenty-Ten,General Aviation,Piston,1
TWIR,Landplane,Dyn'Aero Twin-R,General Aviation,Piston,2
TWSP,Landplane,Time Warp Spitfire,General Aviation,Piston,1
TZRV,Landplane,IRIAF JT-2-2 Tazarve,Military Trainer,Jet,1
U15,Landplane,Phoenix Air U-15 Phoenix,General Aviation,Piston,1
U16,Amphibian,Grumman HU-16 Albatross,Other military,Piston,2
U2,Landplane,Lockheed U-2 Dragon Lady,Reconnaissance,Jet,1
U21,Landplane,Beech U-21A Ute,Other military,Turboprop,2
U22,Landplane,Beech QU-22,Other military,Piston,1
UBAT,Landplane,Australite Ultrabat,_unknown_,Piston,1
UF10,Landplane,Urban UFM-10 Samba,General Aviation,Piston,1
UF13,Landplane,Urban UFM-13 Lambada,Motor-Glider,Piston,1
UFHT,Gyrocopter,UFO HeliThruster,General Aviation,Piston,1
UH1,Helicopter,Bell 204/205,Helicopter,Turboprop,1
UH12,Helicopter,Hiller UH-12,Helicopter,Piston,1
UH1Y,Helicopter,Bell UH-1Y Venom,Military Helicopter,Turboprop,2
UL10,Landplane,Ultimate 10 Albertan,General Aviation,Piston,1
UL20,Landplane,Ultimate 20,General Aviation,Piston,1
UL2F,Landplane,Aeros UL-2000 Flamingo,Ultralight,Piston,1
UL45,Landplane,3Xtrim 450 Ultra,General Aviation,Piston,1
ULPA,Landplane,Ullmann Panther,General Aviation,Piston,1
ULTS,Helicopter,American Sportscopter Ultrasport 496,Helicopter,Piston,1
UM18,Gyrocopter,Umbaugh 18,General Aviation,Piston,1
UNIV,Landplane,Neiva N-622 Universal,General Aviation,Piston,1
URRA,Landplane,Ibis Urraco,_unknown_,Piston,1
US1,Amphibian,Shinmaywa US-1,Other military,Turboprop,4
US2,Amphibian,Shinmaywa US-2,Other military,Turboprop,4
UT60,Landplane,Utva 60,General Aviation,Piston,1
UT65,Landplane,Utva 65 Privrednik,General Aviation,Piston,1
UT66,Landplane,Utva 66,General Aviation,Piston,1
UT75,Landplane,Utva 75,General Aviation,Piston,1
UU12,Landplane,Udet U-12 Flamingo Replica,General Aviation,Piston,1
V1,Landplane,Grumman OV-1 Mohawk,Reconnaissance,Turboprop,2
V10,Landplane,North American OV-10 Bronco,Reconnaissance,Turboprop,2
V22,Tilt-wing,Bell-Boeing V-22 Osprey,Other military,Turboprop,2
V252,Landplane,MSW Votec 252,General Aviation,Piston,1
V322,Landplane,MSW Votec 322,General Aviation,Piston,1
V351,Landplane,MSW Votec 351,General Aviation,Piston,1
V452,Landplane,MSW Votec 452T,General Aviation,Turboprop,1
V500,Helicopter,Revolution Mini-500,Helicopter,Piston,1
V8SP,Landplane,Beachner V-8 Special,_unknown_,Piston,1
VALI,Landplane,Vultee BT-13 Valiant,Military Trainer,Piston,1
VAMP,Landplane,de Havilland DH.100 Vampire,Fighter,Jet,1
VANT,Landplane,Visionaire VA-10 Vantage,Business Jet,Jet,1
VAUT,Landplane,Sud SO-4050 Vautour,Bomber,Jet,2
VC10,Landplane,Vickers VC10,Passenger Airliner,Jet,4
VELO,Landplane,Velocity Velocity,General Aviation,Piston,1
VENT,Landplane,Schempp-Hirth Ventus/Ventus 2,Glider,No engine,0
VEZE,Landplane,Rutan 33 VariEze,General Aviation,Piston,1
VF14,Landplane,VFW-Fokker 614,Passenger Airliner,Jet,2
VF2,Landplane,Fry VF-2 Esprit,_unknown_,Piston,1
VF35,Landplane,Lockheed Martin F-35B Lightning II,Fighter,Jet,1
VF60,Landplane,Vulcanair VF-600 Mission,_unknown_,Turboprop,1
VG3T,Landplane,Aviakit Vega 3000,General Aviation,Piston,1
VGUL,Landplane,Percival Vega Gull,General Aviation,Piston,1
VIMA,Landplane,Valtion Viima,Military Trainer,Piston,1
VIMY,Landplane,Vickers Vimy,Bomber,Piston,2
VIPJ,Landplane,Viper ViperJet,General Aviation,Jet,1
VIPR,Landplane,Paxman Viper,General Aviation,Piston,1
VISC,Landplane,Vickers Viscount,Passenger Airliner,Turboprop,4
VISI,Landplane,Pro-Composites Vision,General Aviation,Piston,1
VIVA,Landplane,Composit Airplanes Viva,General Aviation,Piston,1
VIX,Landplane,Skystar Kitfox Vixen,Ultralight,Piston,1
VIXN,Landplane,Amax Vixen 105,General Aviation,Piston,1
VJ22,Amphibian,Volmer VJ-22 Sportsman,General Aviation,Piston,1
VK3P,Landplane,Cirrus VK-30,General Aviation,Piston,1
VL3,Landplane,Aveko VL-3 Sprint,Ultralight,Piston,1
VM1,Landplane,Vol Mediterrani VM-1 Esqual,Ultralight,Piston,1
